Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,297465,-,-,-,51.65,-111.94,-7,821,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.1.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2014,6,17,23,30,0,0,0,10,11,910,37,3.2,0.16
2014,6,18,0,30,0,0,0,11,11,910,65,3,0.16
2014,6,18,1,30,0,0,0,11,11,910,84,2.9000000000000004,0.16
2014,6,18,2,30,0,0,0,11,11,910,103,2.7,0.16
2014,6,18,3,30,0,0,0,11,11,910,106,2.4000000000000004,0.16
2014,6,18,4,30,0,1,1,11,11,910,93,2.4000000000000004,0.16
2014,6,18,5,30,0,14,14,11,11,910,74,2.7,0.16
2014,6,18,6,30,25,113,121,11,12,910,63,3,0.16
2014,6,18,7,30,0,126,126,11,12,910,42,3.4000000000000004,0.16
2014,6,18,8,30,1,149,150,12,13,910,34,4.1000000000000005,0.16
2014,6,18,9,30,0,121,121,12,14,910,38,4.6000000000000005,0.16
2014,6,18,10,30,0,124,124,12,14,910,31,5,0.16
2014,6,18,11,30,7,160,166,13,14,910,36,5.300000000000001,0.16
2014,6,18,12,30,8,168,176,13,15,910,53,5.300000000000001,0.16
2014,6,18,13,30,6,153,158,13,16,910,78,5,0.16
2014,6,18,14,30,0,71,71,13,17,910,101,4.5,0.16
2014,6,18,15,30,0,42,42,13,18,910,115,3.9000000000000004,0.16
2014,6,18,16,30,0,104,104,12,17,910,119,3.5,0.16
2014,6,18,17,30,0,17,17,11,16,910,118,2.7,0.16
2014,6,18,18,30,0,13,13,12,15,910,112,1.3,0.16
2014,6,18,19,30,0,25,25,13,13,910,97,0.9,0.16
2014,6,18,20,30,48,11,13,11,12,910,98,1.1,0.16
2014,6,18,21,30,0,0,0,11,11,910,114,1.2000000000000002,0.16
2014,6,18,22,30,0,0,0,9,10,910,143,1.2000000000000002,0.16
2014,6,18,23,30,0,0,0,9,9,910,160,1,0.16
2014,6,19,0,30,0,0,0,8,8,910,170,0.9,0.16
2014,6,19,1,30,0,0,0,7,7,910,168,0.9,0.16
2014,6,19,2,30,0,0,0,6,6,910,160,0.9,0.16
2014,6,19,3,30,0,0,0,4,5,910,158,1,0.16
2014,6,19,4,30,0,16,16,5,6,910,162,1.6,0.16
2014,6,19,5,30,499,41,124,6,7,910,163,2,0.16
2014,6,19,6,30,216,118,186,7,9,910,161,1.9000000000000001,0.16
2014,6,19,7,30,238,189,299,7,12,910,158,1.8,0.16
2014,6,19,8,30,239,265,408,6,15,910,151,1.7000000000000002,0.16
2014,6,19,9,30,913,82,736,6,16,910,131,1.6,0.16
2014,6,19,10,30,938,86,843,6,17,910,116,1.5,0.16
2014,6,19,11,30,935,98,905,6,18,910,106,1.4000000000000001,0.16
2014,6,19,12,30,935,101,926,6,19,910,96,1.2000000000000002,0.16
2014,6,19,13,30,927,102,900,6,19,910,83,1,0.16
2014,6,19,14,30,904,102,829,6,20,910,69,0.6000000000000001,0.16
2014,6,19,15,30,874,97,721,6,19,910,41,0.5,0.16
2014,6,19,16,30,441,216,479,6,19,910,17,0.6000000000000001,0.16
2014,6,19,17,30,209,190,286,6,18,910,18,0.8,0.16
2014,6,19,18,30,0,76,76,7,17,910,20,0.6000000000000001,0.16
2014,6,19,19,30,270,51,95,9,16,910,46,0.6000000000000001,0.16
2014,6,19,20,30,98,11,14,7,14,910,118,0.9,0.16
2014,6,19,21,30,0,0,0,6,12,910,157,1.1,0.16
2014,6,19,22,30,0,0,0,6,10,910,185,1.2000000000000002,0.16
2014,6,19,23,30,0,0,0,6,9,910,204,1.3,0.16
2014,6,20,0,30,0,0,0,6,9,910,218,1.4000000000000001,0.16
2014,6,20,1,30,0,0,0,6,8,910,226,1.3,0.16
2014,6,20,2,30,0,0,0,7,8,910,227,1.2000000000000002,0.16
2014,6,20,3,30,0,0,0,8,9,910,222,1.1,0.16
2014,6,20,4,30,0,11,11,9,10,910,218,1.1,0.16
2014,6,20,5,30,222,54,92,10,12,910,222,1.6,0.16
2014,6,20,6,30,556,80,254,11,15,910,230,2.1,0.16
2014,6,20,7,30,680,98,412,12,18,910,240,2.1,0.16
2014,6,20,8,30,760,110,565,12,20,910,266,2.4000000000000004,0.16
2014,6,20,9,30,808,121,699,12,21,910,289,2.9000000000000004,0.16
2014,6,20,10,30,837,129,804,13,22,910,299,3.5,0.16
2014,6,20,11,30,231,428,627,13,22,910,302,3.9000000000000004,0.16
2014,6,20,12,30,93,432,514,12,23,910,302,4.2,0.16
2014,6,20,13,30,87,416,492,12,23,910,303,4.3,0.16
2014,6,20,14,30,852,123,809,12,23,910,304,4.1000000000000005,0.16
2014,6,20,15,30,829,113,705,11,23,910,305,3.9000000000000004,0.16
2014,6,20,16,30,798,97,573,11,22,910,308,3.5,0.16
2014,6,20,17,30,734,83,419,10,21,910,315,2.8000000000000003,0.16
2014,6,20,18,30,622,67,260,11,20,910,327,1.7000000000000002,0.16
2014,6,20,19,30,432,44,115,14,17,910,348,1,0.16
2014,6,20,20,30,88,12,14,12,15,910,4,1,0.16
2014,6,20,21,30,0,0,0,12,14,910,12,1.1,0.16
2014,6,20,22,30,0,0,0,12,13,910,17,1,0.16
2014,6,20,23,30,0,0,0,11,12,910,21,1,0.16
2014,6,21,0,30,0,0,0,11,11,910,23,1,0.16
2014,6,21,1,30,0,0,0,11,11,910,21,1,0.16
2014,6,21,2,30,0,0,0,11,11,910,11,1,0.16
2014,6,21,3,30,0,0,0,11,11,910,356,1.1,0.16
2014,6,21,4,30,0,6,6,11,11,910,337,1.7000000000000002,0.16
2014,6,21,5,30,0,53,53,11,12,910,325,2.9000000000000004,0.16
2014,6,21,6,30,99,122,153,12,13,910,324,4.3,0.16
2014,6,21,7,30,1,139,140,12,14,910,330,5.800000000000001,0.16
2014,6,21,8,30,68,257,298,10,14,910,334,6.6000000000000005,0.16
2014,6,21,9,30,43,298,329,9,15,910,334,6.7,0.16
2014,6,21,10,30,147,397,516,9,17,910,334,6.7,0.16
2014,6,21,11,30,281,417,659,8,18,910,332,6.6000000000000005,0.16
2014,6,21,12,30,646,286,856,7,19,910,330,6.5,0.16
2014,6,21,13,30,945,88,903,6,20,910,327,6.300000000000001,0.16
2014,6,21,14,30,917,95,833,5,20,910,326,6.1000000000000005,0.16
2014,6,21,15,30,899,86,728,5,20,920,326,5.800000000000001,0.16
2014,6,21,16,30,863,77,592,5,19,920,326,5.300000000000001,0.16
2014,6,21,17,30,802,67,435,5,18,920,325,4.6000000000000005,0.16
2014,6,21,18,30,700,55,273,5,17,920,325,3.3000000000000003,0.16
2014,6,21,19,30,519,38,123,7,14,920,325,2.1,0.16
2014,6,21,20,30,153,12,16,6,12,920,327,1.7000000000000002,0.16
2014,6,21,21,30,0,0,0,6,10,920,331,1.6,0.16
2014,6,21,22,30,0,0,0,5,9,920,335,1.5,0.16
2014,6,21,23,30,0,0,0,5,8,920,337,1.4000000000000001,0.16
2014,6,22,0,30,0,0,0,5,8,920,334,1.4000000000000001,0.16
2014,6,22,1,30,0,0,0,5,7,920,328,1.4000000000000001,0.16
2014,6,22,2,30,0,0,0,4,6,920,322,1.5,0.16
2014,6,22,3,30,0,0,0,4,6,920,321,1.7000000000000002,0.16
2014,6,22,4,30,156,12,17,4,7,920,322,2.2,0.16
2014,6,22,5,30,539,39,129,4,10,920,323,2.9000000000000004,0.16
2014,6,22,6,30,729,56,284,4,12,920,320,3.1,0.16
2014,6,22,7,30,834,68,451,4,15,920,318,3.7,0.16
2014,6,22,8,30,896,76,612,2,17,920,330,4.3,0.16
2014,6,22,9,30,934,83,751,2,19,920,328,4.4,0.16
2014,6,22,10,30,956,88,858,2,20,920,328,4.5,0.16
2014,6,22,11,30,966,92,925,2,20,920,329,4.6000000000000005,0.16
2014,6,22,12,30,967,94,946,2,21,920,330,4.6000000000000005,0.16
2014,6,22,13,30,959,93,920,3,22,920,331,4.5,0.16
2014,6,22,14,30,939,93,849,3,22,920,334,4.4,0.16
2014,6,22,15,30,911,88,739,3,22,920,339,4.3,0.16
2014,6,22,16,30,865,82,598,4,21,920,344,4,0.16
2014,6,22,17,30,795,73,438,4,20,920,349,3.5,0.16
2014,6,22,18,30,683,60,273,5,18,920,353,2.3000000000000003,0.16
2014,6,22,19,30,489,42,122,8,15,920,357,1.4000000000000001,0.16
2014,6,22,20,30,0,15,15,7,13,920,2,1.3,0.16
2014,6,22,21,30,0,0,0,6,12,920,8,1.2000000000000002,0.16
2014,6,22,22,30,0,0,0,6,12,920,14,1.2000000000000002,0.16
2014,6,22,23,30,0,0,0,6,11,920,18,1.1,0.16
2014,6,23,0,30,0,0,0,7,11,920,18,1.1,0.16
2014,6,23,1,30,0,0,0,7,11,920,14,1.1,0.16
2014,6,23,2,30,0,0,0,7,10,920,4,1.1,0.16
2014,6,23,3,30,0,0,0,7,10,920,355,1.1,0.16
2014,6,23,4,30,106,12,15,7,10,920,351,1,0.16
2014,6,23,5,30,449,43,117,8,12,920,353,1.4000000000000001,0.16
2014,6,23,6,30,631,66,262,8,15,920,357,1.7000000000000002,0.16
2014,6,23,7,30,733,83,420,9,17,920,7,1.8,0.16
2014,6,23,8,30,794,98,573,9,19,920,12,2,0.16
2014,6,23,9,30,416,283,580,9,19,920,8,2,0.16
2014,6,23,10,30,843,129,807,9,19,920,2,2,0.16
2014,6,23,11,30,867,128,876,9,20,920,358,2,0.16
2014,6,23,12,30,371,392,719,9,20,920,359,2.1,0.16
2014,6,23,13,30,17,279,294,9,21,920,5,2.1,0.16
2014,6,23,14,30,819,143,802,9,21,920,12,2,0.16
2014,6,23,15,30,789,133,697,9,21,920,22,2,0.16
2014,6,23,16,30,748,118,564,9,21,920,37,2,0.16
2014,6,23,17,30,90,192,233,9,20,920,55,2.2,0.16
2014,6,23,18,30,259,113,194,10,19,920,73,2,0.16
2014,6,23,19,30,248,52,93,11,16,920,86,1.8,0.16
2014,6,23,20,30,89,12,14,11,14,920,100,1.9000000000000001,0.16
2014,6,23,21,30,0,0,0,10,13,920,113,2.1,0.16
2014,6,23,22,30,0,0,0,10,12,920,125,2.2,0.16
2014,6,23,23,30,0,0,0,10,12,920,136,2.1,0.16
2014,6,24,0,30,0,0,0,10,11,920,144,2.1,0.16
2014,6,24,1,30,0,0,0,9,10,920,150,2.1,0.16
2014,6,24,2,30,0,0,0,9,10,920,152,2.2,0.16
2014,6,24,3,30,0,0,0,9,10,920,153,2.2,0.16
2014,6,24,4,30,93,12,14,11,11,920,153,2.8000000000000003,0.16
2014,6,24,5,30,317,48,100,11,13,920,150,3.3000000000000003,0.16
2014,6,24,6,30,624,67,261,11,15,920,147,3.6,0.16
2014,6,24,7,30,737,83,421,11,18,920,151,4.2,0.16
2014,6,24,8,30,806,94,575,10,20,920,155,4.3,0.16
2014,6,24,9,30,851,103,711,10,21,920,157,4,0.16
2014,6,24,10,30,880,108,816,10,23,920,153,3.7,0.16
2014,6,24,11,30,897,110,883,10,24,920,144,3.6,0.16
2014,6,24,12,30,902,111,906,10,24,920,136,3.8000000000000003,0.16
2014,6,24,13,30,895,110,882,10,25,920,130,4,0.16
2014,6,24,14,30,363,355,648,10,25,920,130,4.1000000000000005,0.16
2014,6,24,15,30,545,239,629,10,24,910,132,4.1000000000000005,0.16
2014,6,24,16,30,287,256,427,9,23,910,137,3.9000000000000004,0.16
2014,6,24,17,30,564,120,380,9,22,910,140,3.4000000000000004,0.16
2014,6,24,18,30,269,112,196,10,21,910,140,2.5,0.16
2014,6,24,19,30,121,57,78,11,19,910,137,2.1,0.16
2014,6,24,20,30,0,9,9,11,17,910,137,2.4000000000000004,0.16
2014,6,24,21,30,0,0,0,11,17,910,141,2.6,0.16
2014,6,24,22,30,0,0,0,11,16,910,145,2.2,0.16
2014,6,24,23,30,0,0,0,11,15,910,152,1.9000000000000001,0.16
2014,6,25,0,30,0,0,0,12,15,910,160,2.2,0.16
2014,6,25,1,30,0,0,0,12,14,910,158,2.7,0.16
2014,6,25,2,30,0,0,0,13,14,910,155,3,0.16
2014,6,25,3,30,0,0,0,13,13,910,155,2.9000000000000004,0.16
2014,6,25,4,30,0,9,9,13,13,910,153,2.7,0.16
2014,6,25,5,30,172,55,83,13,14,910,157,2.4000000000000004,0.16
2014,6,25,6,30,5,104,106,13,15,910,177,1.7000000000000002,0.16
2014,6,25,7,30,2,139,140,12,16,910,213,1.2000000000000002,0.16
2014,6,25,8,30,0,141,141,12,17,910,267,1.6,0.16
2014,6,25,9,30,93,330,397,12,18,910,290,2.3000000000000003,0.16
2014,6,25,10,30,123,393,492,12,19,910,295,3.1,0.16
2014,6,25,11,30,408,365,717,11,19,910,297,4,0.16
2014,6,25,12,30,145,444,573,11,19,910,300,4.6000000000000005,0.16
2014,6,25,13,30,364,385,699,11,19,910,305,4.9,0.16
2014,6,25,14,30,478,314,699,10,19,910,309,4.7,0.16
2014,6,25,15,30,821,119,707,10,19,910,312,4.4,0.16
2014,6,25,16,30,416,227,475,9,19,910,314,4,0.16
2014,6,25,17,30,747,80,424,9,18,910,314,3.6,0.18
2014,6,25,18,30,652,62,266,8,17,910,314,2.8000000000000003,0.18
2014,6,25,19,30,472,41,119,9,15,910,315,1.7000000000000002,0.18
2014,6,25,20,30,122,12,15,9,12,910,320,1.2000000000000002,0.18
2014,6,25,21,30,0,0,0,8,11,910,324,1.1,0.18
2014,6,25,22,30,0,0,0,8,11,910,327,1,0.18
2014,6,25,23,30,0,0,0,7,10,910,324,0.9,0.18
2014,6,26,0,30,0,0,0,7,10,910,314,0.8,0.18
2014,6,26,1,30,0,0,0,7,9,910,307,0.8,0.18
2014,6,26,2,30,0,0,0,7,9,910,305,0.8,0.18
2014,6,26,3,30,0,0,0,7,9,910,307,0.8,0.18
2014,6,26,4,30,80,11,13,7,10,910,309,0.8,0.18
2014,6,26,5,30,437,44,115,7,11,910,308,1,0.18
2014,6,26,6,30,674,53,261,7,13,910,300,1.3,0.18
2014,6,26,7,30,379,164,337,8,16,910,313,1.4000000000000001,0.18
2014,6,26,8,30,827,88,580,7,19,910,335,1.6,0.18
2014,6,26,9,30,707,173,677,7,20,910,338,1.6,0.18
2014,6,26,10,30,507,306,714,7,21,910,332,1.5,0.18
2014,6,26,11,30,279,416,657,8,22,910,322,1.4000000000000001,0.18
2014,6,26,12,30,145,444,573,8,22,910,306,1.2000000000000002,0.18
2014,6,26,13,30,30,343,369,8,21,910,289,1.2000000000000002,0.18
2014,6,26,14,30,145,396,514,8,21,910,274,1.2000000000000002,0.18
2014,6,26,15,30,64,318,364,8,20,910,263,1.3,0.18
2014,6,26,16,30,121,270,342,8,20,910,261,1.4000000000000001,0.18
2014,6,26,17,30,25,169,181,9,19,910,254,1.5,0.18
2014,6,26,18,30,68,120,141,10,18,910,244,1.3,0.18
2014,6,26,19,30,116,58,77,11,16,910,237,1.2000000000000002,0.18
2014,6,26,20,30,0,10,10,10,14,910,240,1.5,0.18
2014,6,26,21,30,0,0,0,10,13,910,248,1.6,0.18
2014,6,26,22,30,0,0,0,10,12,910,254,1.7000000000000002,0.18
2014,6,26,23,30,0,0,0,9,11,910,255,1.6,0.18
2014,6,27,0,30,0,0,0,9,11,910,252,1.4000000000000001,0.18
2014,6,27,1,30,0,0,0,9,10,910,244,1.2000000000000002,0.18
2014,6,27,2,30,0,0,0,9,10,910,232,1.2000000000000002,0.18
2014,6,27,3,30,0,0,0,9,9,910,225,1.2000000000000002,0.18
2014,6,27,4,30,0,11,11,9,10,910,226,1.7000000000000002,0.18
2014,6,27,5,30,252,51,92,9,12,910,227,2.3000000000000003,0.18
2014,6,27,6,30,294,108,199,9,14,910,223,2.5,0.18
2014,6,27,7,30,7,147,151,9,17,910,214,2.7,0.18
2014,6,27,8,30,221,265,396,8,19,910,203,2.8000000000000003,0.18
2014,6,27,9,30,869,95,714,9,20,910,194,2.7,0.18
2014,6,27,10,30,441,321,676,9,21,910,188,2.5,0.18
2014,6,27,11,30,382,376,705,9,22,910,184,2.2,0.18
2014,6,27,12,30,408,378,738,9,23,900,179,2,0.18
2014,6,27,13,30,619,292,826,9,23,900,173,2,0.18
2014,6,27,14,30,893,101,820,9,23,900,161,2.1,0.18
2014,6,27,15,30,867,95,715,9,23,900,146,2.3000000000000003,0.18
2014,6,27,16,30,628,155,531,9,23,900,139,2.5,0.18
2014,6,27,17,30,410,159,348,9,22,900,136,2.6,0.18
2014,6,27,18,30,643,62,264,10,21,900,134,2.1,0.18
2014,6,27,19,30,457,42,117,11,18,900,128,1.6,0.18
2014,6,27,20,30,110,12,15,10,16,900,128,1.7000000000000002,0.18
2014,6,27,21,30,0,0,0,10,15,900,131,1.7000000000000002,0.18
2014,6,27,22,30,0,0,0,10,14,900,136,1.5,0.18
2014,6,27,23,30,0,0,0,10,13,900,141,1.2000000000000002,0.18
2014,6,28,0,30,0,0,0,10,12,900,147,0.7000000000000001,0.18
2014,6,28,1,30,0,0,0,10,12,900,149,0.30000000000000004,0.18
2014,6,28,2,30,0,0,0,10,12,900,121,0.2,0.18
2014,6,28,3,30,0,0,0,10,12,900,22,0.5,0.18
2014,6,28,4,30,64,11,12,10,12,900,357,1,0.18
2014,6,28,5,30,311,47,97,11,13,900,352,1.3,0.18
2014,6,28,6,30,562,70,243,10,15,900,6,1.4000000000000001,0.18
2014,6,28,7,30,654,95,393,11,17,900,356,1.2000000000000002,0.18
2014,6,28,8,30,809,90,569,11,19,900,4,1.1,0.18
2014,6,28,9,30,453,267,590,11,20,900,6,1,0.18
2014,6,28,10,30,248,387,586,11,20,900,347,1.2000000000000002,0.18
2014,6,28,11,30,228,427,624,11,20,900,339,1.7000000000000002,0.18
2014,6,28,12,30,356,400,713,11,19,900,336,2.3000000000000003,0.18
2014,6,28,13,30,82,413,485,11,19,910,337,2.9000000000000004,0.18
2014,6,28,14,30,3,140,143,11,18,910,340,3.4000000000000004,0.18
2014,6,28,15,30,6,175,180,11,18,910,341,3.7,0.18
2014,6,28,16,30,91,265,320,12,17,910,339,3.6,0.18
2014,6,28,17,30,38,177,194,12,16,910,332,3.3000000000000003,0.18
2014,6,28,18,30,0,86,86,13,15,910,322,2.9000000000000004,0.18
2014,6,28,19,30,0,25,25,13,14,910,314,2.7,0.18
2014,6,28,20,30,0,2,2,13,14,910,304,2.6,0.18
2014,6,28,21,30,0,0,0,12,13,910,297,2.5,0.18
2014,6,28,22,30,0,0,0,12,13,910,290,2.5,0.18
2014,6,28,23,30,0,0,0,12,13,910,286,2.7,0.18
2014,6,29,0,30,0,0,0,11,12,910,287,2.8000000000000003,0.18
2014,6,29,1,30,0,0,0,11,12,910,291,2.9000000000000004,0.18
2014,6,29,2,30,0,0,0,11,12,910,296,3.1,0.18
2014,6,29,3,30,0,0,0,11,12,910,299,3.3000000000000003,0.18
2014,6,29,4,30,0,1,1,11,12,910,298,3.5,0.18
2014,6,29,5,30,0,15,15,11,12,910,296,3.8000000000000003,0.18
2014,6,29,6,30,0,35,35,11,12,910,296,4.1000000000000005,0.18
2014,6,29,7,30,0,69,69,12,13,910,295,4.5,0.18
2014,6,29,8,30,9,184,190,12,13,910,293,5,0.18
2014,6,29,9,30,6,171,176,12,14,910,294,5.7,0.18
2014,6,29,10,30,13,236,247,11,14,910,296,6.2,0.18
2014,6,29,11,30,9,179,186,11,14,910,296,6.5,0.18
2014,6,29,12,30,14,244,256,10,14,910,296,6.7,0.18
2014,6,29,13,30,9,186,195,10,14,910,296,6.800000000000001,0.18
2014,6,29,14,30,33,325,352,10,14,910,294,6.7,0.18
2014,6,29,15,30,32,282,306,10,13,910,293,6.6000000000000005,0.18
2014,6,29,16,30,11,191,198,11,13,910,293,6.4,0.18
2014,6,29,17,30,0,123,123,11,12,910,293,6.1000000000000005,0.18
2014,6,29,18,30,0,92,92,11,12,910,294,6.1000000000000005,0.18
2014,6,29,19,30,0,37,37,11,12,910,296,6.2,0.18
2014,6,29,20,30,0,1,1,11,12,910,300,6.300000000000001,0.18
2014,6,29,21,30,0,0,0,10,12,910,305,6.300000000000001,0.18
2014,6,29,22,30,0,0,0,10,12,910,310,6.300000000000001,0.18
2014,6,29,23,30,0,0,0,11,12,910,314,6.2,0.18
2014,6,30,0,30,0,0,0,11,12,910,317,6.2,0.18
2014,6,30,1,30,0,0,0,11,12,910,319,6.1000000000000005,0.18
2014,6,30,2,30,0,0,0,10,11,910,319,5.9,0.18
2014,6,30,3,30,0,0,0,10,11,910,318,5.9,0.18
2014,6,30,4,30,0,4,4,10,11,910,317,6,0.18
2014,6,30,5,30,95,60,75,10,12,910,316,6,0.18
2014,6,30,6,30,317,103,200,10,13,910,314,6.300000000000001,0.18
2014,6,30,7,30,66,184,214,10,15,920,317,6.7,0.18
2014,6,30,8,30,114,264,332,10,16,920,322,6.9,0.18
2014,6,30,9,30,261,326,511,11,17,920,325,6.800000000000001,0.18
2014,6,30,10,30,649,241,761,11,18,920,326,6.800000000000001,0.18
2014,6,30,11,30,661,257,825,12,19,920,328,6.800000000000001,0.18
2014,6,30,12,30,494,363,797,12,20,920,330,6.800000000000001,0.18
2014,6,30,13,30,662,258,828,12,20,920,331,6.800000000000001,0.18
2014,6,30,14,30,431,323,670,11,20,920,332,6.6000000000000005,0.18
2014,6,30,15,30,601,231,660,11,21,920,332,6.300000000000001,0.18
2014,6,30,16,30,299,253,431,11,21,920,333,5.9,0.18
2014,6,30,17,30,84,191,230,11,23,910,221,1.9000000000000001,0.17
2014,6,30,18,30,488,83,235,13,22,910,218,1.1,0.17
2014,6,30,19,30,316,48,100,14,20,910,204,0.8,0.17
2014,6,30,20,30,0,12,12,12,18,910,173,0.9,0.17
2014,6,30,21,30,0,0,0,12,17,910,152,0.9,0.17
2014,6,30,22,30,0,0,0,12,17,910,148,0.7000000000000001,0.17
2014,6,30,23,30,0,0,0,12,16,910,144,0.5,0.17
2005,7,1,0,30,0,0,0,12,15,910,16,0.7000000000000001,0.17
2005,7,1,1,30,0,0,0,12,14,910,358,1.4000000000000001,0.17
2005,7,1,2,30,0,0,0,12,13,910,357,2.2,0.17
2005,7,1,3,30,0,0,0,11,12,910,351,2.6,0.17
2005,7,1,4,30,0,2,2,11,12,910,343,2.7,0.17
2005,7,1,5,30,0,27,27,12,13,910,336,2.7,0.17
2005,7,1,6,30,211,113,178,12,15,910,326,2.4000000000000004,0.17
2005,7,1,7,30,652,94,389,12,18,910,326,2.4000000000000004,0.17
2005,7,1,8,30,785,99,562,11,20,910,327,2.2,0.17
2005,7,1,9,30,877,91,713,10,21,910,311,2.1,0.17
2005,7,1,10,30,905,97,821,10,22,910,290,2.3000000000000003,0.17
2005,7,1,11,30,288,412,659,9,23,910,279,2.7,0.17
2005,7,1,12,30,411,375,736,9,23,910,278,2.9000000000000004,0.17
2005,7,1,13,30,389,372,707,9,23,910,282,3,0.17
2005,7,1,14,30,547,278,718,9,23,910,287,3.1,0.17
2005,7,1,15,30,868,98,718,9,23,910,292,3.1,0.17
2005,7,1,16,30,21,215,228,9,22,910,301,2.9000000000000004,0.17
2005,7,1,17,30,747,81,424,8,21,910,313,2.5,0.17
2005,7,1,18,30,478,84,233,9,20,910,329,1.8,0.17
2005,7,1,19,30,225,53,90,11,18,910,352,1.3,0.17
2005,7,1,20,30,0,10,10,10,16,910,13,1.3,0.17
2005,7,1,21,30,0,0,0,9,15,910,29,1.4000000000000001,0.17
2005,7,1,22,30,0,0,0,9,14,910,41,1.2000000000000002,0.17
2005,7,1,23,30,0,0,0,9,13,910,56,1.1,0.17
2005,7,2,0,30,0,0,0,9,12,910,73,1,0.17
2005,7,2,1,30,0,0,0,9,12,910,87,0.9,0.17
2005,7,2,2,30,0,0,0,9,12,910,97,0.8,0.17
2005,7,2,3,30,0,0,0,9,12,910,112,0.7000000000000001,0.17
2005,7,2,4,30,0,0,0,9,12,910,129,0.7000000000000001,0.17
2005,7,2,5,30,132,56,77,10,13,910,146,1,0.17
2005,7,2,6,30,0,47,47,10,13,910,158,1.5,0.17
2005,7,2,7,30,117,190,242,11,14,910,161,1.6,0.17
2005,7,2,8,30,94,260,316,11,14,910,160,1.7000000000000002,0.17
2005,7,2,9,30,6,176,181,12,15,910,160,1.6,0.17
2005,7,2,10,30,13,235,246,12,15,910,158,1.3,0.17
2005,7,2,11,30,92,416,495,12,16,910,143,0.9,0.17
2005,7,2,12,30,424,373,745,12,16,910,75,1,0.17
2005,7,2,13,30,204,430,605,12,15,910,17,1.6,0.17
2005,7,2,14,30,191,395,549,12,15,910,3,2.1,0.17
2005,7,2,15,30,176,340,466,12,14,910,342,2.5,0.17
2005,7,2,16,30,390,232,465,12,14,910,324,2.9000000000000004,0.17
2005,7,2,17,30,0,135,135,12,13,910,311,3.3000000000000003,0.17
2005,7,2,18,30,0,44,44,12,13,910,303,3.9000000000000004,0.17
2005,7,2,19,30,0,33,33,11,12,910,300,4.4,0.17
2005,7,2,20,30,0,3,3,11,11,910,297,4.3,0.17
2005,7,2,21,30,0,0,0,10,11,910,291,4.1000000000000005,0.17
2005,7,2,22,30,0,0,0,10,11,910,293,3.9000000000000004,0.17
2005,7,2,23,30,0,0,0,10,11,910,296,3.7,0.17
2005,7,3,0,30,0,0,0,9,10,910,303,3.6,0.17
2005,7,3,1,30,0,0,0,9,10,910,311,3.4000000000000004,0.17
2005,7,3,2,30,0,0,0,9,10,910,315,3.3000000000000003,0.17
2005,7,3,3,30,0,0,0,8,9,910,314,3.4000000000000004,0.17
2005,7,3,4,30,0,0,0,8,9,910,312,3.9000000000000004,0.17
2005,7,3,5,30,439,41,108,8,11,910,313,4.3,0.17
2005,7,3,6,30,645,61,255,9,13,910,316,4.4,0.17
2005,7,3,7,30,769,74,419,9,16,910,321,4.6000000000000005,0.17
2005,7,3,8,30,850,80,579,8,17,910,328,4.6000000000000005,0.17
2005,7,3,9,30,902,84,721,7,18,910,326,4.5,0.17
2005,7,3,10,30,932,87,831,7,19,910,316,4.5,0.17
2005,7,3,11,30,948,88,900,6,20,910,308,4.6000000000000005,0.17
2005,7,3,12,30,953,88,924,6,21,910,307,4.800000000000001,0.17
2005,7,3,13,30,949,87,902,6,21,910,308,4.6000000000000005,0.17
2005,7,3,14,30,930,86,833,6,21,910,308,4.4,0.17
2005,7,3,15,30,904,81,726,7,21,910,308,4,0.17
2005,7,3,16,30,863,74,588,7,20,910,307,3.5,0.17
2005,7,3,17,30,796,66,430,7,19,910,307,2.7,0.17
2005,7,3,18,30,686,55,268,7,18,910,308,1.5,0.17
2005,7,3,19,30,494,38,118,10,17,910,320,0.7000000000000001,0.17
2005,7,3,20,30,0,14,14,8,16,910,4,0.7000000000000001,0.17
2005,7,3,21,30,0,0,0,7,15,920,59,0.8,0.17
2005,7,3,22,30,0,0,0,7,14,920,92,0.9,0.17
2005,7,3,23,30,0,0,0,7,14,920,112,1,0.17
2005,7,4,0,30,0,0,0,7,13,920,128,0.9,0.17
2005,7,4,1,30,0,0,0,7,13,920,146,0.9,0.17
2005,7,4,2,30,0,0,0,7,12,920,157,0.9,0.17
2005,7,4,3,30,0,0,0,7,12,920,156,0.9,0.17
2005,7,4,4,30,0,0,0,7,12,920,150,1,0.17
2005,7,4,5,30,411,42,104,8,13,920,140,1.5,0.17
2005,7,4,6,30,623,62,249,8,15,920,128,2,0.17
2005,7,4,7,30,744,76,408,9,17,920,121,2.3000000000000003,0.17
2005,7,4,8,30,817,86,564,9,20,920,126,2.1,0.17
2005,7,4,9,30,866,92,703,9,21,920,142,1.5,0.17
2005,7,4,10,30,895,97,810,9,22,920,172,1,0.17
