Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,297465,-,-,-,51.65,-111.94,-7,821,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.1.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2008,1,1,0,30,0,0,0,-17,-15,930,273,2.6,0.87
2008,1,1,1,30,0,0,0,-18,-16,930,274,2.7,0.87
2008,1,1,2,30,0,0,0,-19,-16,930,278,2.9000000000000004,0.87
2008,1,1,3,30,0,0,0,-20,-16,930,284,3.1,0.87
2008,1,1,4,30,0,0,0,-20,-17,930,292,3.2,0.87
2008,1,1,5,30,0,0,0,-21,-17,930,304,3.3000000000000003,0.87
2008,1,1,6,30,0,0,0,-21,-17,930,318,3.2,0.87
2008,1,1,7,30,0,0,0,-20,-17,930,331,3.1,0.87
2008,1,1,8,30,0,0,0,-20,-16,930,341,2.9000000000000004,0.87
2008,1,1,9,30,192,34,53,-19,-15,930,349,2.6,0.87
2008,1,1,10,30,306,62,119,-18,-14,930,1,2.2,0.87
2008,1,1,11,30,224,93,148,-17,-12,930,20,1.4000000000000001,0.87
2008,1,1,12,30,830,54,274,-16,-12,930,71,1.2000000000000002,0.87
2008,1,1,13,30,808,52,251,-16,-12,930,138,1.7000000000000002,0.87
2008,1,1,14,30,16,69,72,-15,-12,930,148,2.2,0.87
2008,1,1,15,30,50,36,41,-16,-13,930,150,2.8000000000000003,0.87
2008,1,1,16,30,0,0,0,-16,-13,930,151,3.5,0.87
2008,1,1,17,30,0,0,0,-16,-13,930,150,4.3,0.87
2008,1,1,18,30,0,0,0,-16,-13,930,148,4.9,0.87
2008,1,1,19,30,0,0,0,-16,-13,930,147,5.300000000000001,0.87
2008,1,1,20,30,0,0,0,-16,-13,930,147,5.7,0.87
2008,1,1,21,30,0,0,0,-15,-12,920,148,6.2,0.87
2008,1,1,22,30,0,0,0,-15,-11,920,149,6.5,0.87
2008,1,1,23,30,0,0,0,-14,-10,920,152,6.800000000000001,0.87
2008,1,2,0,30,0,0,0,-13,-9,920,155,7.1000000000000005,0.87
2008,1,2,1,30,0,0,0,-12,-8,920,159,7.4,0.87
2008,1,2,2,30,0,0,0,-11,-7,920,160,7.6000000000000005,0.87
2008,1,2,3,30,0,0,0,-11,-7,910,162,7.5,0.87
2008,1,2,4,30,0,0,0,-10,-7,910,164,7.1000000000000005,0.87
2008,1,2,5,30,0,0,0,-10,-7,910,167,6.6000000000000005,0.87
2008,1,2,6,30,0,0,0,-10,-7,910,174,6.1000000000000005,0.87
2008,1,2,7,30,0,0,0,-10,-7,910,183,5.7,0.87
2008,1,2,8,30,0,0,0,-10,-6,910,195,5.6000000000000005,0.87
2008,1,2,9,30,0,29,29,-9,-5,910,206,5.6000000000000005,0.87
2008,1,2,10,30,12,68,70,-8,-4,910,213,5.4,0.87
2008,1,2,11,30,167,97,138,-7,-2,910,219,5.1000000000000005,0.87
2008,1,2,12,30,8,96,99,-6,-1,900,220,4.7,0.87
2008,1,2,13,30,54,97,111,-5,-1,900,218,4.2,0.87
2008,1,2,14,30,0,30,30,-5,-1,900,217,4,0.87
2008,1,2,15,30,0,18,18,-4,-1,900,221,4.1000000000000005,0.87
2008,1,2,16,30,0,0,0,-4,-1,900,237,4.6000000000000005,0.87
2008,1,2,17,30,0,0,0,-4,-1,910,262,5.300000000000001,0.87
2008,1,2,18,30,0,0,0,-5,-2,910,273,5.6000000000000005,0.87
2008,1,2,19,30,0,0,0,-6,-2,910,276,5.6000000000000005,0.87
2008,1,2,20,30,0,0,0,-7,-3,910,281,5,0.87
2008,1,2,21,30,0,0,0,-7,-4,910,283,4.1000000000000005,0.87
2008,1,2,22,30,0,0,0,-7,-5,910,282,3.4000000000000004,0.87
2008,1,2,23,30,0,0,0,-8,-5,910,278,2.9000000000000004,0.87
2008,1,3,0,30,0,0,0,-8,-5,910,274,2.6,0.87
2008,1,3,1,30,0,0,0,-8,-6,910,270,2.3000000000000003,0.87
2008,1,3,2,30,0,0,0,-9,-6,910,262,2,0.87
2008,1,3,3,30,0,0,0,-9,-7,910,248,1.9000000000000001,0.87
2008,1,3,4,30,0,0,0,-10,-8,910,232,2,0.87
2008,1,3,5,30,0,0,0,-10,-9,910,226,2,0.87
2008,1,3,6,30,0,0,0,-10,-9,910,221,2,0.87
2008,1,3,7,30,0,0,0,-10,-9,910,217,1.9000000000000001,0.87
2008,1,3,8,30,0,0,0,-10,-8,910,216,1.8,0.87
2008,1,3,9,30,0,24,24,-9,-6,910,217,1.8,0.87
2008,1,3,10,30,92,72,90,-7,-4,900,216,2.2,0.87
2008,1,3,11,30,12,90,93,-6,-2,900,210,2.6,0.87
2008,1,3,12,30,254,102,170,-5,-1,900,200,2.6,0.87
2008,1,3,13,30,0,54,54,-4,-1,900,188,2.3000000000000003,0.87
2008,1,3,14,30,214,71,113,-4,-2,900,181,2.2,0.87
2008,1,3,15,30,11,36,37,-4,-3,900,184,2.4000000000000004,0.87
2008,1,3,16,30,0,0,0,-3,-3,900,189,2.6,0.87
2008,1,3,17,30,0,0,0,-3,-3,900,195,2.8000000000000003,0.87
2008,1,3,18,30,0,0,0,-3,-3,900,202,3,0.87
2008,1,3,19,30,0,0,0,-4,-4,900,205,3.3000000000000003,0.87
2008,1,3,20,30,0,0,0,-4,-4,900,205,3.4000000000000004,0.87
2008,1,3,21,30,0,0,0,-5,-3,900,205,3.5,0.87
2008,1,3,22,30,0,0,0,-5,-3,900,204,3.7,0.87
2008,1,3,23,30,0,0,0,-5,-3,890,205,3.9000000000000004,0.87
2008,1,4,0,30,0,0,0,-5,-3,890,208,4.3,0.87
2008,1,4,1,30,0,0,0,-5,-2,890,213,4.9,0.87
2008,1,4,2,30,0,0,0,-4,-1,890,220,5.6000000000000005,0.87
2008,1,4,3,30,0,0,0,-3,-1,890,226,6.5,0.87
2008,1,4,4,30,0,0,0,-3,-1,890,234,7.2,0.87
2008,1,4,5,30,0,0,0,-3,-1,890,239,6.9,0.87
2008,1,4,6,30,0,0,0,-3,-1,890,239,6.2,0.87
2008,1,4,7,30,0,0,0,-4,-2,890,239,5.6000000000000005,0.87
2008,1,4,8,30,0,0,0,-4,-2,890,236,5.300000000000001,0.87
2008,1,4,9,30,518,28,78,-4,-1,890,233,5.4,0.87
2008,1,4,10,30,0,59,59,-3,0,890,228,5.4,0.87
2008,1,4,11,30,37,96,105,-2,0,890,222,5,0.87
2008,1,4,12,30,469,80,207,-2,1,890,217,4.5,0.87
2008,1,4,13,30,1,89,90,-1,1,890,211,3.9000000000000004,0.87
2008,1,4,14,30,58,75,86,-1,0,890,206,3.1,0.87
2008,1,4,15,30,0,33,33,-1,0,890,197,2.8000000000000003,0.87
2008,1,4,16,30,0,0,0,-2,-1,890,190,2.8000000000000003,0.87
2008,1,4,17,30,0,0,0,-2,0,890,180,2.9000000000000004,0.87
2008,1,4,18,30,0,0,0,-2,0,890,173,3.4000000000000004,0.87
2008,1,4,19,30,0,0,0,-1,0,890,170,3.9000000000000004,0.87
2008,1,4,20,30,0,0,0,-1,0,880,169,4.3,0.87
2008,1,4,21,30,0,0,0,-1,0,880,170,4.6000000000000005,0.87
2008,1,4,22,30,0,0,0,-1,0,880,179,5.1000000000000005,0.87
2008,1,4,23,30,0,0,0,-1,0,880,191,5.300000000000001,0.87
2008,1,5,0,30,0,0,0,-1,-1,880,201,5.5,0.87
2008,1,5,1,30,0,0,0,-1,0,880,209,5.9,0.87
2008,1,5,2,30,0,0,0,0,0,880,215,6,0.87
2008,1,5,3,30,0,0,0,0,0,880,214,5.9,0.87
2008,1,5,4,30,0,0,0,-1,-1,880,213,5.800000000000001,0.87
2008,1,5,5,30,0,0,0,-1,-1,880,212,5.9,0.87
2008,1,5,6,30,0,0,0,-2,-1,880,212,6.1000000000000005,0.87
2008,1,5,7,30,0,0,0,-2,-1,880,215,6.2,0.87
2008,1,5,8,30,0,0,0,-2,0,880,217,6.2,0.87
2008,1,5,9,30,0,3,3,-2,0,880,216,6.300000000000001,0.87
2008,1,5,10,30,680,46,176,-2,0,880,215,6.5,0.87
2008,1,5,11,30,763,54,244,-1,1,880,216,6.4,0.87
2008,1,5,12,30,786,56,270,-1,2,880,219,6,0.87
2008,1,5,13,30,608,57,212,0,2,880,224,5.6000000000000005,0.87
2008,1,5,14,30,0,45,45,0,1,880,236,5.5,0.87
2008,1,5,15,30,0,4,4,0,1,880,244,5.5,0.87
2008,1,5,16,30,0,0,0,-1,1,890,249,5.9,0.87
2008,1,5,17,30,0,0,0,-1,1,890,255,6.5,0.87
2008,1,5,18,30,0,0,0,-1,1,890,260,6.6000000000000005,0.87
2008,1,5,19,30,0,0,0,-2,0,890,262,6.1000000000000005,0.87
2008,1,5,20,30,0,0,0,-2,0,890,260,5.5,0.87
2008,1,5,21,30,0,0,0,-2,0,890,255,5.1000000000000005,0.87
2008,1,5,22,30,0,0,0,-3,0,890,251,4.800000000000001,0.87
2008,1,5,23,30,0,0,0,-3,-1,890,249,4.3,0.87
2008,1,6,0,30,0,0,0,-4,-1,890,250,4.1000000000000005,0.87
2008,1,6,1,30,0,0,0,-4,-1,890,252,4.2,0.87
2008,1,6,2,30,0,0,0,-4,-1,890,257,4.3,0.87
2008,1,6,3,30,0,0,0,-4,-1,890,259,4.1000000000000005,0.87
2008,1,6,4,30,0,0,0,-4,-2,890,260,3.8000000000000003,0.87
2008,1,6,5,30,0,0,0,-4,-2,890,261,3.7,0.87
2008,1,6,6,30,0,0,0,-4,-2,890,264,3.6,0.87
2008,1,6,7,30,0,0,0,-5,-2,890,270,3.8000000000000003,0.87
2008,1,6,8,30,0,0,0,-6,-3,890,279,4.3,0.87
2008,1,6,9,30,434,33,76,-6,-2,890,285,4.5,0.87
2008,1,6,10,30,637,52,175,-6,-1,890,288,4.4,0.87
2008,1,6,11,30,492,71,194,-5,0,890,288,4.2,0.87
2008,1,6,12,30,301,104,186,-5,0,890,286,4,0.87
2008,1,6,13,30,774,56,255,-4,0,890,285,3.5,0.87
2008,1,6,14,30,89,78,96,-4,-1,900,287,2.8000000000000003,0.87
2008,1,6,15,30,68,41,48,-5,-3,900,292,2.3000000000000003,0.87
2008,1,6,16,30,0,0,0,-7,-5,900,297,2.1,0.87
2008,1,6,17,30,0,0,0,-8,-6,900,302,2.1,0.87
2008,1,6,18,30,0,0,0,-8,-5,900,305,2,0.87
2008,1,6,19,30,0,0,0,-8,-5,900,307,2,0.87
2008,1,6,20,30,0,0,0,-8,-5,900,305,2.1,0.87
2008,1,6,21,30,0,0,0,-8,-5,900,300,2.2,0.87
2008,1,6,22,30,0,0,0,-8,-5,900,295,2.3000000000000003,0.87
2008,1,6,23,30,0,0,0,-8,-5,900,290,2.5,0.87
2008,1,7,0,30,0,0,0,-8,-6,900,289,2.7,0.87
2008,1,7,1,30,0,0,0,-9,-6,900,289,2.7,0.87
2008,1,7,2,30,0,0,0,-9,-6,900,289,2.7,0.87
2008,1,7,3,30,0,0,0,-8,-6,900,290,2.7,0.87
2008,1,7,4,30,0,0,0,-8,-5,900,294,2.6,0.87
2008,1,7,5,30,0,0,0,-8,-5,900,302,2.7,0.87
2008,1,7,6,30,0,0,0,-7,-5,900,315,2.9000000000000004,0.87
2008,1,7,7,30,0,0,0,-8,-6,900,326,3.1,0.87
2008,1,7,8,30,0,0,0,-8,-6,900,334,3.1,0.87
2008,1,7,9,30,105,37,47,-9,-6,910,340,3.1,0.87
2008,1,7,10,30,413,57,137,-9,-5,910,342,3,0.87
2008,1,7,11,30,108,102,129,-9,-5,910,342,2.8000000000000003,0.87
2008,1,7,12,30,354,96,193,-9,-4,910,338,2.4000000000000004,0.87
2008,1,7,13,30,349,89,179,-9,-4,910,328,2,0.87
2008,1,7,14,30,53,78,89,-9,-5,910,318,1.5,0.87
2008,1,7,15,30,522,34,94,-10,-6,910,314,1.2000000000000002,0.87
2008,1,7,16,30,0,0,0,-11,-7,910,319,1,0.87
2008,1,7,17,30,0,0,0,-11,-7,910,323,0.7000000000000001,0.87
2008,1,7,18,30,0,0,0,-11,-7,910,314,0.4,0.87
2008,1,7,19,30,0,0,0,-11,-7,910,199,0.7000000000000001,0.87
2008,1,7,20,30,0,0,0,-12,-8,910,184,1.3,0.87
2008,1,7,21,30,0,0,0,-12,-9,910,188,1.7000000000000002,0.87
2008,1,7,22,30,0,0,0,-11,-9,910,193,2,0.87
2008,1,7,23,30,0,0,0,-11,-9,910,198,2.1,0.87
2008,1,8,0,30,0,0,0,-11,-9,910,202,2.1,0.87
2008,1,8,1,30,0,0,0,-11,-9,910,205,2,0.87
2008,1,8,2,30,0,0,0,-12,-10,910,206,1.9000000000000001,0.87
2008,1,8,3,30,0,0,0,-13,-11,910,208,1.9000000000000001,0.87
2008,1,8,4,30,0,0,0,-15,-12,910,215,1.9000000000000001,0.87
2008,1,8,5,30,0,0,0,-17,-13,910,226,1.8,0.87
2008,1,8,6,30,0,0,0,-17,-14,910,234,1.6,0.87
2008,1,8,7,30,0,0,0,-18,-14,910,236,1.6,0.87
2008,1,8,8,30,0,0,0,-18,-14,910,233,1.9000000000000001,0.87
2008,1,8,9,30,201,37,57,-18,-13,910,229,2.2,0.87
2008,1,8,10,30,454,55,143,-17,-11,910,223,2.2,0.87
2008,1,8,11,30,548,69,209,-14,-9,900,214,2.4000000000000004,0.87
2008,1,8,12,30,240,108,175,-13,-7,900,204,2.6,0.87
2008,1,8,13,30,450,79,196,-12,-6,900,200,2.5,0.87
2008,1,8,14,30,257,74,127,-10,-6,900,196,2,0.87
2008,1,8,15,30,155,44,63,-11,-7,900,186,1.7000000000000002,0.87
2008,1,8,16,30,0,0,0,-12,-8,900,182,1.9000000000000001,0.87
2008,1,8,17,30,0,0,0,-12,-8,900,188,2.1,0.87
2008,1,8,18,30,0,0,0,-11,-7,900,195,1.9000000000000001,0.87
2008,1,8,19,30,0,0,0,-10,-7,900,202,1.5,0.87
2008,1,8,20,30,0,0,0,-10,-7,900,222,1.2000000000000002,0.87
2008,1,8,21,30,0,0,0,-10,-7,900,259,1.1,0.87
2008,1,8,22,30,0,0,0,-10,-7,900,302,1.3,0.87
2008,1,8,23,30,0,0,0,-10,-7,900,329,1.6,0.87
2008,1,9,0,30,0,0,0,-10,-8,900,338,1.8,0.87
2008,1,9,1,30,0,0,0,-11,-10,900,341,2,0.87
2008,1,9,2,30,0,0,0,-13,-12,900,342,2.4000000000000004,0.87
2008,1,9,3,30,0,0,0,-14,-13,900,342,2.9000000000000004,0.87
2008,1,9,4,30,0,0,0,-16,-14,910,342,3.2,0.87
2008,1,9,5,30,0,0,0,-17,-15,910,341,3.2,0.87
2008,1,9,6,30,0,0,0,-18,-16,910,342,3,0.87
2008,1,9,7,30,0,0,0,-19,-17,910,342,2.9000000000000004,0.87
2008,1,9,8,30,0,0,0,-19,-17,910,341,2.8000000000000003,0.87
2008,1,9,9,30,0,28,28,-19,-15,910,337,2.6,0.87
2008,1,9,10,30,692,49,185,-18,-13,910,332,2.6,0.87
2008,1,9,11,30,770,58,256,-16,-11,910,328,2.5,0.87
2008,1,9,12,30,796,61,284,-15,-10,910,326,1.8,0.87
2008,1,9,13,30,782,58,264,-14,-9,910,326,1,0.87
2008,1,9,14,30,720,49,199,-13,-9,910,334,0.4,0.87
2008,1,9,15,30,570,33,102,-14,-11,910,122,0.7000000000000001,0.87
2008,1,9,16,30,0,0,0,-15,-12,910,139,1.2000000000000002,0.87
2008,1,9,17,30,0,0,0,-16,-13,910,145,1.5,0.87
2008,1,9,18,30,0,0,0,-17,-14,910,148,1.8,0.87
2008,1,9,19,30,0,0,0,-17,-15,910,150,1.9000000000000001,0.87
2008,1,9,20,30,0,0,0,-17,-15,910,154,2,0.87
2008,1,9,21,30,0,0,0,-17,-14,910,159,2.1,0.87
2008,1,9,22,30,0,0,0,-16,-14,910,163,2.1,0.87
2008,1,9,23,30,0,0,0,-16,-13,910,168,1.9000000000000001,0.87
2008,1,10,0,30,0,0,0,-16,-13,910,176,1.7000000000000002,0.87
2008,1,10,1,30,0,0,0,-15,-12,910,190,1.5,0.87
2008,1,10,2,30,0,0,0,-14,-11,910,198,1.5,0.87
2008,1,10,3,30,0,0,0,-14,-11,910,198,1.5,0.87
2008,1,10,4,30,0,0,0,-13,-10,900,198,1.6,0.87
2008,1,10,5,30,0,0,0,-13,-10,900,199,1.6,0.87
2008,1,10,6,30,0,0,0,-13,-10,900,201,1.7000000000000002,0.87
2008,1,10,7,30,0,0,0,-13,-9,900,203,1.7000000000000002,0.87
2008,1,10,8,30,0,0,0,-12,-8,900,211,2,0.87
2008,1,10,9,30,0,19,19,-11,-7,900,221,2.4000000000000004,0.87
2008,1,10,10,30,210,74,115,-9,-6,900,226,2.8000000000000003,0.87
2008,1,10,11,30,672,72,246,-8,-5,900,224,2.9000000000000004,0.87
2008,1,10,12,30,275,107,185,-7,-5,900,221,2.7,0.87
2008,1,10,13,30,201,105,159,-6,-4,900,224,2.2,0.87
2008,1,10,14,30,0,16,16,-6,-4,900,236,1.6,0.87
2008,1,10,15,30,0,8,8,-6,-5,900,260,1.5,0.87
2008,1,10,16,30,0,0,0,-7,-6,900,285,1.7000000000000002,0.87
2008,1,10,17,30,0,0,0,-7,-7,900,306,2,0.87
2008,1,10,18,30,0,0,0,-8,-7,900,322,2.6,0.87
2008,1,10,19,30,0,0,0,-8,-7,900,333,2.9000000000000004,0.87
2008,1,10,20,30,0,0,0,-9,-8,900,340,2.4000000000000004,0.87
2008,1,10,21,30,0,0,0,-11,-9,900,341,1.9000000000000001,0.87
2008,1,10,22,30,0,0,0,-12,-10,900,339,1.5,0.87
2008,1,10,23,30,0,0,0,-12,-10,900,339,1.2000000000000002,0.87
2008,1,11,0,30,0,0,0,-13,-9,900,342,1.1,0.87
2008,1,11,1,30,0,0,0,-12,-8,900,348,0.8,0.87
2008,1,11,2,30,0,0,0,-12,-8,900,352,0.5,0.87
2008,1,11,3,30,0,0,0,-12,-8,910,325,0.4,0.87
2008,1,11,4,30,0,0,0,-13,-9,910,239,0.7000000000000001,0.87
2008,1,11,5,30,0,0,0,-13,-9,910,224,1,0.87
2008,1,11,6,30,0,0,0,-13,-9,910,222,1.1,0.87
2008,1,11,7,30,0,0,0,-13,-10,910,224,1.1,0.87
2008,1,11,8,30,0,0,0,-12,-9,910,228,1.1,0.87
2008,1,11,9,30,62,38,45,-12,-8,910,233,1.2000000000000002,0.87
2008,1,11,10,30,145,77,106,-11,-6,910,236,1.5,0.87
2008,1,11,11,30,121,106,137,-9,-4,910,238,1.9000000000000001,0.87
2008,1,11,12,30,157,116,161,-8,-2,910,238,2,0.87
2008,1,11,13,30,771,57,264,-7,-2,910,235,1.7000000000000002,0.87
2008,1,11,14,30,703,49,200,-6,-3,910,232,1.3,0.87
2008,1,11,15,30,548,35,104,-7,-5,910,231,1.3,0.87
2008,1,11,16,30,0,0,0,-9,-6,910,232,1.5,0.87
2008,1,11,17,30,0,0,0,-9,-7,910,235,1.6,0.87
2008,1,11,18,30,0,0,0,-9,-7,910,238,1.6,0.87
2008,1,11,19,30,0,0,0,-9,-7,910,243,1.7000000000000002,0.87
2008,1,11,20,30,0,0,0,-8,-7,910,250,1.8,0.87
2008,1,11,21,30,0,0,0,-8,-6,910,258,1.8,0.87
2008,1,11,22,30,0,0,0,-7,-6,910,267,1.8,0.87
2008,1,11,23,30,0,0,0,-7,-6,910,278,1.8,0.87
2008,1,12,0,30,0,0,0,-7,-6,910,290,1.8,0.87
2008,1,12,1,30,0,0,0,-7,-6,910,301,1.9000000000000001,0.87
2008,1,12,2,30,0,0,0,-7,-6,910,312,1.9000000000000001,0.87
2008,1,12,3,30,0,0,0,-8,-5,910,319,1.8,0.87
2008,1,12,4,30,0,0,0,-8,-4,910,321,1.5,0.87
2008,1,12,5,30,0,0,0,-8,-4,910,316,1.2000000000000002,0.87
2008,1,12,6,30,0,0,0,-8,-4,910,292,1,0.87
2008,1,12,7,30,0,0,0,-8,-4,910,254,1.1,0.87
2008,1,12,8,30,0,0,0,-8,-5,910,234,1.2000000000000002,0.87
2008,1,12,9,30,547,28,87,-9,-4,910,224,1.3,0.87
2008,1,12,10,30,725,42,189,-7,-3,910,218,1.8,0.87
2008,1,12,11,30,797,50,261,-6,-1,910,216,2.4000000000000004,0.87
2008,1,12,12,30,822,53,290,-5,0,910,215,2.4000000000000004,0.87
2008,1,12,13,30,809,52,271,-4,0,910,210,1.9000000000000001,0.87
2008,1,12,14,30,747,46,208,-4,-1,910,203,1.5,0.87
2008,1,12,15,30,597,33,111,-6,-4,910,196,1.5,0.87
2008,1,12,16,30,0,0,0,-8,-6,910,192,1.7000000000000002,0.87
2008,1,12,17,30,0,0,0,-8,-7,910,189,1.7000000000000002,0.87
2008,1,12,18,30,0,0,0,-8,-7,910,191,1.7000000000000002,0.87
2008,1,12,19,30,0,0,0,-8,-7,910,196,1.6,0.87
2008,1,12,20,30,0,0,0,-7,-7,910,206,1.5,0.87
2008,1,12,21,30,0,0,0,-7,-7,910,220,1.4000000000000001,0.87
2008,1,12,22,30,0,0,0,-7,-7,910,241,1.4000000000000001,0.87
2008,1,12,23,30,0,0,0,-7,-7,910,262,1.4000000000000001,0.87
2008,1,13,0,30,0,0,0,-7,-7,910,279,1.6,0.87
2008,1,13,1,30,0,0,0,-8,-7,910,292,1.9000000000000001,0.87
2008,1,13,2,30,0,0,0,-8,-7,910,301,2.2,0.87
2008,1,13,3,30,0,0,0,-9,-7,910,305,2.5,0.87
2008,1,13,4,30,0,0,0,-8,-6,920,308,2.9000000000000004,0.87
2008,1,13,5,30,0,0,0,-8,-6,920,312,3.1,0.87
2008,1,13,6,30,0,0,0,-7,-6,920,316,3.2,0.87
2008,1,13,7,30,0,0,0,-7,-6,920,318,3.2,0.87
2008,1,13,8,30,0,0,0,-6,-5,920,319,3,0.87
2008,1,13,9,30,516,32,88,-6,-3,920,321,3,0.87
2008,1,13,10,30,696,48,190,-5,-1,920,320,3.1,0.87
2008,1,13,11,30,767,58,262,-4,0,920,311,2.6,0.87
2008,1,13,12,30,376,99,209,-3,0,920,291,2.1,0.87
2008,1,13,13,30,320,99,187,-3,0,920,267,1.6,0.87
2008,1,13,14,30,703,52,207,-2,-1,920,246,1.1,0.87
2008,1,13,15,30,545,37,110,-4,-3,920,222,1.3,0.87
2008,1,13,16,30,0,0,0,-5,-4,920,209,1.6,0.87
2008,1,13,17,30,0,0,0,-5,-4,920,198,1.8,0.87
2008,1,13,18,30,0,0,0,-5,-4,920,195,2,0.87
2008,1,13,19,30,0,0,0,-6,-5,920,202,2.1,0.87
2008,1,13,20,30,0,0,0,-6,-4,920,204,2.3000000000000003,0.87
2008,1,13,21,30,0,0,0,-5,-3,920,209,2.4000000000000004,0.87
2008,1,13,22,30,0,0,0,-5,-3,920,217,2.4000000000000004,0.87
2008,1,13,23,30,0,0,0,-5,-3,920,224,2.4000000000000004,0.87
2008,1,14,0,30,0,0,0,-6,-4,920,230,2.4000000000000004,0.87
2008,1,14,1,30,0,0,0,-7,-5,920,232,2.5,0.87
2008,1,14,2,30,0,0,0,-8,-6,920,232,2.8000000000000003,0.87
2008,1,14,3,30,0,0,0,-8,-6,910,236,3.2,0.87
2008,1,14,4,30,0,0,0,-8,-5,910,241,3.6,0.87
2008,1,14,5,30,0,0,0,-7,-4,910,244,4.1000000000000005,0.87
2008,1,14,6,30,0,0,0,-6,-3,910,247,4.7,0.87
2008,1,14,7,30,0,0,0,-6,-2,910,250,4.9,0.87
2008,1,14,8,30,0,0,0,-5,-1,910,252,5.2,0.87
2008,1,14,9,30,0,23,23,-4,0,910,252,5.5,0.87
2008,1,14,10,30,0,60,60,-3,0,910,250,5.5,0.87
2008,1,14,11,30,316,97,182,-3,1,910,247,5.4,0.87
2008,1,14,12,30,454,91,224,-3,2,910,244,5.1000000000000005,0.87
2008,1,14,13,30,76,112,134,-3,2,910,239,5.1000000000000005,0.87
2008,1,14,14,30,0,64,64,-3,1,900,235,5.1000000000000005,0.87
2008,1,14,15,30,0,26,26,-3,1,900,230,5.4,0.87
2008,1,14,16,30,0,3,3,-3,1,900,225,5.9,0.87
2008,1,14,17,30,0,0,0,-2,1,900,223,6.5,0.87
2008,1,14,18,30,0,0,0,-3,1,900,219,6.800000000000001,0.87
2008,1,14,19,30,0,0,0,-3,1,900,217,6.800000000000001,0.87
2008,1,14,20,30,0,0,0,-3,0,900,218,6.6000000000000005,0.87
2008,1,14,21,30,0,0,0,-3,0,900,219,6.5,0.87
2008,1,14,22,30,0,0,0,-3,0,900,218,6,0.87
2008,1,14,23,30,0,0,0,-3,0,900,238,6,0.87
2008,1,15,0,30,0,0,0,-2,0,900,305,9,0.87
2008,1,15,1,30,0,0,0,-2,-1,900,335,12.4,0.87
2008,1,15,2,30,0,0,0,-4,-2,900,333,13.3,0.87
2008,1,15,3,30,0,0,0,-6,-3,900,330,13.200000000000001,0.87
2008,1,15,4,30,0,0,0,-7,-4,910,330,13,0.87
2008,1,15,5,30,0,0,0,-8,-5,910,328,12.700000000000001,0.87
2008,1,15,6,30,0,0,0,-9,-6,910,328,12.5,0.87
2008,1,15,7,30,0,0,0,-10,-6,910,328,12.3,0.87
2008,1,15,8,30,0,0,0,-11,-7,910,329,11.8,0.87
2008,1,15,9,30,552,33,96,-12,-8,920,329,10.9,0.87
2008,1,15,10,30,752,48,205,-13,-8,920,328,10,0.87
2008,1,15,11,30,832,56,282,-13,-8,920,326,9.3,0.87
2008,1,15,12,30,853,59,312,-14,-8,920,326,8.700000000000001,0.87
2008,1,15,13,30,825,60,292,-14,-8,920,326,8,0.87
2008,1,15,14,30,746,55,225,-14,-8,920,326,7.300000000000001,0.87
2008,1,15,15,30,589,41,123,-14,-9,920,326,6.5,0.87
2008,1,15,16,30,203,13,18,-14,-11,920,328,5.4,0.87
2008,1,15,17,30,0,0,0,-15,-13,920,329,4.4,0.87
2008,1,15,18,30,0,0,0,-16,-14,920,328,3.8000000000000003,0.87
2008,1,15,19,30,0,0,0,-17,-14,920,324,3.6,0.87
2008,1,15,20,30,0,0,0,-16,-13,920,324,3.5,0.87
2008,1,15,21,30,0,0,0,-15,-13,920,322,3.4000000000000004,0.87
2008,1,15,22,30,0,0,0,-15,-13,920,320,3,0.87
2008,1,15,23,30,0,0,0,-15,-13,920,314,2.5,0.87
2008,1,16,0,30,0,0,0,-16,-14,920,301,2.5,0.87
2008,1,16,1,30,0,0,0,-16,-14,920,288,2.9000000000000004,0.87
2008,1,16,2,30,0,0,0,-17,-14,920,280,3.2,0.87
2008,1,16,3,30,0,0,0,-19,-14,920,274,3.3000000000000003,0.87
2008,1,16,4,30,0,0,0,-20,-15,920,268,3.1,0.87
2008,1,16,5,30,0,0,0,-21,-15,920,261,2.9000000000000004,0.87
2008,1,16,6,30,0,0,0,-22,-16,920,255,3,0.87
2008,1,16,7,30,0,0,0,-22,-15,920,247,3.2,0.87
2008,1,16,8,30,0,0,0,-21,-14,920,243,3.4000000000000004,0.87
2008,1,16,9,30,132,44,59,-19,-11,920,244,3.7,0.87
2008,1,16,10,30,0,72,72,-16,-8,920,247,4,0.87
2008,1,16,11,30,81,111,133,-14,-6,920,248,4,0.87
2008,1,16,12,30,102,123,154,-12,-4,920,250,3.9000000000000004,0.87
2008,1,16,13,30,0,85,85,-10,-4,920,252,3.7,0.87
2008,1,16,14,30,0,74,74,-8,-4,910,258,3.5,0.87
2008,1,16,15,30,0,48,48,-7,-4,910,263,3.6,0.87
2008,1,16,16,30,0,18,18,-6,-4,910,269,3.8000000000000003,0.87
